"sensorId","accX","accY","accZ","orientationX","orientationY","orientationZ","timeFine"
"D4:22:CD:00:0C:D2","0.05663393437862396","0.05365607142448425","-0.00466156005859375","173.34120086258235","-65.11268606821956","-80.60509665824627","1527812602"
"D4:22:CD:00:0C:D2","0.02779964730143547","0.036209769546985626","0.2165822982788086","174.6359230517849","-64.49988676988916","-81.91543029745348","1527845936"
"D4:22:CD:00:0C:D2","0.12153427302837372","0.607697069644928","0.766209602355957","175.5944032529898","-63.38482788485149","-82.97134450470142","1527879270"
"D4:22:CD:00:0C:D2","0.39306965470314026","-0.3762451708316803","5.3659257888793945","175.27809380817112","-61.23819357042343","-82.89931737515134","1527912604"
"D4:22:CD:00:0C:D2","0.39383652806282043","-0.6499246954917908","8.578306198120117","171.35827812018115","-61.05348412199565","-79.37031141967284","1527945938"
"D4:22:CD:00:0C:D2","-0.27171820402145386","0.5567783713340759","7.597314834594727","162.27511613772768","-61.82813740158964","-71.20853771966215","1527979272"
"D4:22:CD:00:0C:D2","2.399394989013672","-0.2684285640716553","6.923830032348633","149.14984786635515","-60.98276228240905","-59.757496143160054","1528012606"
"D4:22:CD:00:0C:D2","3.9324910640716553","-1.0129162073135376","2.812527656555176","135.30930672259336","-58.05205774861025","-47.44857364382704","1528045940"
"D4:22:CD:00:0C:D2","2.927814245223999","1.0826324224472046","-1.8750505447387695","123.81009540931299","-53.6276207212494","-36.99257892229602","1528079274"
"D4:22:CD:00:0C:D2","2.4565799236297607","-0.6105553507804871","-5.1128692626953125","115.979670092321","-48.105371799887216","-30.413172268107843","1528112608"
"D4:22:CD:00:0C:D2","1.7975389957427979","-0.6696515083312988","-3.424990177154541","111.11051864429734","-42.081434499480125","-26.61005909005907","1528145942"
"D4:22:CD:00:0C:D2","1.5212204456329346","-1.6006128787994385","-1.8656764030456543","107.07651564236514","-35.84736582712261","-22.92958101339155","1528179276"
"D4:22:CD:00:0C:D2","-0.2859126329421997","-0.9308062791824341","-1.628946304321289","104.02872346087857","-28.989728445912757","-20.170720126546975","1528212610"
"D4:22:CD:00:0C:D2","-1.101253867149353","-1.1812424659729004","-1.5372915267944336","101.34936409915036","-21.71329070596689","-18.097842298712006","1528245944"
"D4:22:CD:00:0C:D2","-0.056903716176748276","-0.3100200593471527","-1.1228523254394531","98.744456123875","-13.892380734714038","-16.455940998426176","1528279278"
"D4:22:CD:00:0C:D2","-0.5309517979621887","-0.379654198884964","-1.2899112701416016","96.19668922381163","-5.04841836647739","-17.050212702096953","1528312612"
"D4:22:CD:00:0C:D2","-3.127950429916382","-0.16439557075500488","-1.6772661209106445","92.93564741716608","4.278479114805115","-19.909210326651568","1528345946"
"D4:22:CD:00:0C:D2","-5.393808364868164","1.42830228805542","-1.0906906127929688","88.1186832795697","13.176293433623792","-26.731542611806734","1528379280"
"D4:22:CD:00:0C:D2","-6.032350063323975","2.6593103408813477","-1.0027036666870117","81.19058870970798","19.636993624905664","-36.69024682929177","1528412614"
"D4:22:CD:00:0C:D2","-6.635105133056641","2.221989870071411","-2.033900737762451","75.00703488475398","22.560209771502723","-44.351719446499224","1528445948"
"D4:22:CD:00:0C:D2","-2.784170150756836","2.0970165729522705","-4.2714152336120605","71.59472966762426","22.950815748438835","-47.831232054561646","1528479282"
"D4:22:CD:00:0C:D2","-1.5341591835021973","-2.113162040710449","-5.196215629577637","69.77902158625183","22.564096512017404","-49.53120656028205","1528512616"
"D4:22:CD:00:0C:D2","-2.730191469192505","-2.508674383163452","-3.935570240020752","69.84472617072718","22.1295945392697","-50.389275327159","1528545950"
"D4:22:CD:00:0C:D2","-1.8985611200332642","-0.5317609906196594","-2.503267765045166","72.18839261593989","21.30307406441065","-49.660920267262455","1528579284"
"D4:22:CD:00:0C:D2","-1.2792612314224243","-0.39995521306991577","-1.6775541305541992","75.93680067259484","20.111157702651052","-47.619993911638765","1528612618"
"D4:22:CD:00:0C:D2","-3.7556371688842773","-1.4718204736709595","-2.350287437438965","80.9902838556683","18.42937445471913","-43.94908747398132","1528645952"
"D4:22:CD:00:0C:D2","-6.995946407318115","1.2886433601379395","-2.171049118041992","87.77402126200793","14.650253885597042","-39.190621944232625","1528679286"
"D4:22:CD:00:0C:D2","-7.456089973449707","2.248422384262085","-5.101544380187988","95.06304249188526","7.151737290592999","-35.25448407350192","1528712620"
"D4:22:CD:00:0C:D2","-6.983838081359863","3.368004322052002","-6.1208062171936035","102.01360932993221","-3.899885421920562","-31.81713823696695","1528745954"
"D4:22:CD:00:0C:D2","-5.6555328369140625","2.7496964931488037","-8.267948150634766","108.29001692903071","-16.74273521029698","-33.100688097727925","1528779288"
"D4:22:CD:00:0C:D2","3.64566969871521","-0.6220078468322754","-3.2428359985351562","115.48328990802256","-28.63995798723547","-37.95327206134445","1528812622"
"D4:22:CD:00:0C:D2","4.942025184631348","1.823667287826538","-0.5337505340576172","122.92015902255986","-39.30276398231014","-42.99034605749424","1528845956"
"D4:22:CD:00:0C:D2","10.91718578338623","-5.5997114181518555","4.529117584228516","134.68142273263095","-44.53999832174011","-54.142981477295606","1528879290"
"D4:22:CD:00:0C:D2","7.1746978759765625","-1.5821892023086548","9.455440521240234","140.8168466493585","-52.50354361552292","-56.74985449918641","1528912624"
"D4:22:CD:00:0C:D2","1.770911455154419","-0.021665334701538086","3.5044374465942383","144.5539733538708","-59.77799648418303","-58.675635468586165","1528945958"
"D4:22:CD:00:0C:D2","-0.26144176721572876","-1.5449479818344116","1.3997430801391602","150.17677922125515","-64.3653711094692","-63.94869868453428","1528979292"
"D4:22:CD:00:0C:D2","-0.7096858024597168","-0.5743154287338257","-0.2413625717163086","157.3960480229214","-69.16010357857226","-70.83274078381606","1529012626"
"D4:22:CD:00:0C:D2","1.4413601160049438","-1.2058122158050537","-0.6081981658935547","169.64591459389348","-71.42997790430863","-82.72201535925552","1529045960"
"D4:22:CD:00:0C:D2","2.3398401737213135","0.122593954205513","4.8408613204956055","-178.1191606610036","-70.95300597260625","-94.26306734635656","1529079294"
"D4:22:CD:00:0C:D2","1.6786922216415405","0.6502754092216492","4.965755462646484","-171.16681578131684","-71.05239850225816","-100.88234494404009","1529112628"
"D4:22:CD:00:0C:D2","-0.7822926640510559","0.517092764377594","6.453830718994141","-170.5436805384167","-70.29796694153114","-101.65225008079359","1529145962"
"D4:22:CD:00:0C:D2","-2.7568435668945312","0.5021249651908875","5.689933776855469","-173.94684234288218","-70.70989673531626","-98.75761686193056","1529179296"
"D4:22:CD:00:0C:D2","-1.4101866483688354","-0.27286773920059204","6.538698196411133","178.19857800518028","-71.19850466101582","-91.69804667047164","1529212630"
