"sensorId","accX","accY","accZ","orientationX","orientationY","orientationZ","timeFine"
"D4:22:CD:00:0C:D2","-0.15671499073505402","0.5333318710327148","-0.9525766372680664","-78.854333771828","-5.326105133525929","-96.23684294195253","443083092"
"D4:22:CD:00:0C:D2","0.36710405349731445","0.29515892267227173","-1.6520395278930664","-83.32134543581837","-4.8666786250316205","-96.4541335218813","443116426"
"D4:22:CD:00:0C:D2","0.6302952766418457","-0.4363695979118347","-3.123889923095703","-87.92776698592212","-5.235395995934349","-96.33327909024054","443149760"
"D4:22:CD:00:0C:D2","0.25365936756134033","-0.7992028594017029","-4.501768589019775","-93.67906469499046","-6.2441559666997355","-96.41289522075033","443183094"
"D4:22:CD:00:0C:D2","0.8604335784912109","0.11901338398456573","-5.368881702423096","-101.3146873039457","-7.928666702673082","-95.89334478490039","443216428"
"D4:22:CD:00:0C:D2","-0.11323213577270508","-0.6047513484954834","-6.392333984375","-110.8282011865039","-9.10208709127486","-94.1253674310449","443249762"
"D4:22:CD:00:0C:D2","-2.0466411113739014","-0.8709872364997864","-6.957248687744141","-121.27609349080385","-9.610774437374687","-92.91032612355382","443283096"
"D4:22:CD:00:0C:D2","-4.992514133453369","-0.438509076833725","-6.166069507598877","-133.22730532964567","-9.722199587700052","-91.76854486816892","443316430"
"D4:22:CD:00:0C:D2","-7.1018805503845215","0.04234810546040535","-4.652093410491943","-146.6464972099561","-9.417738619725055","-90.30674060698074","443349764"
"D4:22:CD:00:0C:D2","-10.711973190307617","0.3430485725402832","0.7696561813354492","-160.71876478661687","-9.20765714097404","-89.16051032607693","443383098"
"D4:22:CD:00:0C:D2","-10.454479217529297","-0.2799043655395508","10.196815490722656","-174.99887913803033","-9.42048466673344","-87.72758757898445","443416432"
"D4:22:CD:00:0C:D2","-4.35555362701416","0.23722994327545166","17.466751098632812","173.2433075726035","-10.567680232541283","-85.73887518751938","443449766"
"D4:22:CD:00:0C:D2","0.2138822227716446","0.08137592673301697","19.47734832763672","168.80075144103162","-11.426547498115239","-84.21827804812222","443483100"
"D4:22:CD:00:0C:D2","-2.5832631587982178","-0.3730158507823944","14.549478530883789","173.1973283702871","-11.519344831407894","-83.79261123130003","443516434"
"D4:22:CD:00:0C:D2","-7.395490646362305","0.0665728896856308","8.278491973876953","-177.5982479663154","-12.080812168043357","-84.33050498370332","443549768"
"D4:22:CD:00:0C:D2","-6.994903087615967","0.27014023065567017","1.1575918197631836","-167.55654351376435","-12.092651802663312","-84.96546000426112","443583102"
"D4:22:CD:00:0C:D2","-6.023157596588135","0.22051386535167694","-2.242093086242676","-157.35452545577476","-11.85065826112416","-85.65890378765941","443616436"
"D4:22:CD:00:0C:D2","-5.323634624481201","0.5587260723114014","-4.254034996032715","-146.2787646654073","-12.627174825878235","-86.57610539608962","443649770"
"D4:22:CD:00:0C:D2","-4.4765472412109375","-0.07624083012342453","-5.305415630340576","-135.9853722703757","-14.066561185132477","-87.94560490662533","443683104"
"D4:22:CD:00:0C:D2","-2.9985575675964355","-0.7029327750205994","-4.354900360107422","-126.33253346160252","-14.924021699565708","-89.19103231625375","443716438"
"D4:22:CD:00:0C:D2","-3.6536905765533447","-2.2749431133270264","-3.2812891006469727","-116.73512740337938","-17.010921772835218","-92.4342822859323","443749772"
"D4:22:CD:00:0C:D2","0.8625593781471252","0.7728499174118042","-6.317631721496582","-106.11040247674964","-18.084179203378852","-96.61620266793524","443783106"
"D4:22:CD:00:0C:D2","0.2937343418598175","0.2032705545425415","-5.307269096374512","-98.60392887383338","-17.962013464787347","-97.12832932791078","443816440"
"D4:22:CD:00:0C:D2","3.4455063343048096","7.384868222288787E-4","-2.8296866416931152","-92.40779491112319","-17.75825039986132","-97.56481093538981","443849774"
"D4:22:CD:00:0C:D2","2.7433865070343018","-0.503044068813324","-2.555971145629883","-87.86660628679319","-18.351346843147923","-96.50245388497767","443883108"
"D4:22:CD:00:0C:D2","3.1871297359466553","-1.2126014232635498","-0.7729969024658203","-84.69577194845567","-18.74141734651361","-95.79450516124238","443916442"
"D4:22:CD:00:0C:D2","2.9460232257843018","-1.2564504146575928","-0.04833221435546875","-82.58701641432611","-18.96743400802839","-95.41469981340053","443949776"
"D4:22:CD:00:0C:D2","2.661022424697876","-1.414690375328064","0.556452751159668","-81.47117662108256","-19.076832402376645","-95.2407546795266","443983110"
"D4:22:CD:00:0C:D2","2.7688045501708984","-1.3734759092330933","0.7330608367919922","-81.18468219561827","-19.18354052489446","-95.1799488491294","444016444"
"D4:22:CD:00:0C:D2","2.5976948738098145","-1.6341705322265625","0.6031723022460938","-81.78368049219615","-19.323037176969073","-94.96061394369113","444049778"
"D4:22:CD:00:0C:D2","2.7495062351226807","-1.644334316253662","0.18961811065673828","-83.21284464923193","-19.340032686782322","-94.85096060910392","444083112"
"D4:22:CD:00:0C:D2","2.8572299480438232","-1.431775689125061","-0.439788818359375","-85.55246212561475","-19.240097209652767","-95.04522239965996","444116446"
"D4:22:CD:00:0C:D2","2.8265891075134277","-1.4260371923446655","-1.3457117080688477","-88.97291334459142","-19.050862072098848","-95.26053915116223","444149780"
"D4:22:CD:00:0C:D2","2.4003846645355225","-1.8606404066085815","-2.2768044471740723","-93.45299939885521","-18.73086562113528","-95.6085653039773","444183114"
"D4:22:CD:00:0C:D2","1.908807396888733","-1.3399826288223267","-3.735988140106201","-99.08130746790131","-18.60243322797184","-96.3937146101127","444216448"
"D4:22:CD:00:0C:D2","1.8862555027008057","-1.0036736726760864","-5.058619976043701","-106.12644001287892","-18.744129311333054","-96.84904710902458","444249782"
"D4:22:CD:00:0C:D2","1.0370515584945679","-1.1152517795562744","-6.716793060302734","-114.92985377761659","-18.70238357889269","-95.99732321548257","444283116"
"D4:22:CD:00:0C:D2","-0.07705393433570862","-0.6271644830703735","-7.730839252471924","-125.25482341416036","-18.105811352091315","-94.50744746858447","444316450"
"D4:22:CD:00:0C:D2","-2.3328399658203125","-0.008368548937141895","-8.400254249572754","-136.95577418845556","-16.897574741541458","-92.64183829035136","444349784"
"D4:22:CD:00:0C:D2","-5.511900424957275","0.3477003276348114","-6.5174407958984375","-150.27647418639978","-15.139583796012467","-90.60970603000264","444383118"
"D4:22:CD:00:0C:D2","-9.096283912658691","1.3860902786254883","-1.3929462432861328","-164.77529817265298","-13.395048657254781","-88.79139291939067","444416452"
"D4:22:CD:00:0C:D2","-9.785018920898438","1.9437406063079834","7.437068939208984","-178.99051580405353","-12.726665649456217","-87.43658133753361","444449786"
"D4:22:CD:00:0C:D2","-4.375291347503662","1.5112117528915405","17.723724365234375","168.54931166175712","-12.620140440800398","-86.01384157647061","444483120"
"D4:22:CD:00:0C:D2","2.870432138442993","0.3845493495464325","21.388294219970703","162.42821456031555","-13.061550885012965","-84.76003860827669","444516454"
"D4:22:CD:00:0C:D2","1.0742846727371216","0.09460543841123581","18.081161499023438","165.80387263875608","-13.802601981299608","-84.68014893294405","444549788"
"D4:22:CD:00:0C:D2","-5.842517852783203","0.5007436871528625","10.479930877685547","175.38168799267902","-15.199497537578209","-85.83609473559056","444583122"
"D4:22:CD:00:0C:D2","-6.383994102478027","0.9462045431137085","1.571786880493164","-174.98653984969906","-16.02065674348448","-87.38408522946834","444616456"
"D4:22:CD:00:0C:D2","-5.174747467041016","0.8329997062683105","-1.0296602249145508","-165.34872204466967","-16.41124399516934","-89.40708643965642","444649790"
"D4:22:CD:00:0C:D2","-4.861504077911377","0.2744309902191162","-2.499905586242676","-156.03845731912844","-16.533209991228446","-92.03964974932762","444683124"
"D4:22:CD:00:0C:D2","-3.1385955810546875","0.5326085090637207","-3.8625473976135254","-147.00355928416664","-16.409969469277474","-94.42947000113084","444716458"
"D4:22:CD:00:0C:D2","-2.791940212249756","0.12019939720630646","-3.579087734222412","-138.21074987134972","-16.312677964311685","-96.42938731634739","444749792"
"D4:22:CD:00:0C:D2","-2.031237840652466","-0.3631840646266937","-3.8632211685180664","-129.90577039630733","-15.820662604147008","-97.568420781553","444783126"
"D4:22:CD:00:0C:D2","-1.5457924604415894","-0.5318298935890198","-3.4882678985595703","-122.04168884236991","-15.440994076033961","-97.8543507044548","444816460"
"D4:22:CD:00:0C:D2","0.03794568404555321","-0.6623846888542175","-3.9633259773254395","-114.39579590880074","-15.209840194931479","-97.73810448301977","444849794"
"D4:22:CD:00:0C:D2","0.2760187089443207","-0.9972723126411438","-3.143533229827881","-107.71511274752234","-15.383122282054494","-96.96666239221135","444883128"
"D4:22:CD:00:0C:D2","1.736444354057312","-0.7998631000518799","-2.687242031097412","-101.88526964797153","-15.638850766799886","-96.13521752991805","444916462"
"D4:22:CD:00:0C:D2","2.321404218673706","-1.3402960300445557","-2.634378433227539","-97.19707285439851","-15.897359932028348","-94.71084702425031","444949796"
