"sensorId","accX","accY","accZ","orientationX","orientationY","orientationZ","timeFine"
"D4:22:CD:00:0C:D2","1.1851248741149902","0.647960901260376","7.501893997192383","-63.20639329032298","-7.321820095236412","37.77433942695804","3450079380"
"D4:22:CD:00:0C:D2","1.6195355653762817","0.05526134371757507","5.776118278503418","-59.20470635920327","-6.652224474060166","37.60241991315655","3450112714"
"D4:22:CD:00:0C:D2","2.852409601211548","0.03840399533510208","5.258755683898926","-56.27485553566278","-5.970809639521763","37.96066489045608","3450146048"
"D4:22:CD:00:0C:D2","4.327877044677734","0.8424073457717896","3.4817543029785156","-54.42967760930914","-5.024132931678044","37.86194983122973","3450179382"
"D4:22:CD:00:0C:D2","2.0739312171936035","-0.48876047134399414","1.9048261642456055","-52.572235641747504","-4.314662131513164","38.55866227690558","3450212716"
"D4:22:CD:00:0C:D2","1.825331687927246","-0.41229668259620667","-0.5335931777954102","-50.6912946782426","-5.9060139643112075","42.902439342093786","3450246050"
"D4:22:CD:00:0C:D2","2.102658748626709","-0.1295570433139801","-3.5672645568847656","-49.92033900738046","-7.869508338259743","47.13425633396548","3450279384"
"D4:22:CD:00:0C:D2","0.15549014508724213","-0.8633342981338501","-4.000797748565674","-50.90997577532138","-10.164341687204567","51.597372423571244","3450312718"
"D4:22:CD:00:0C:D2","-1.1640413999557495","0.27807748317718506","-4.717357158660889","-52.64587620791413","-13.185754042165776","57.28709713865083","3450346052"
"D4:22:CD:00:0C:D2","-1.637794852256775","-0.6429928541183472","-10.089816093444824","-55.19861564324322","-15.48493165859854","61.66600293723511","3450379386"
"D4:22:CD:00:0C:D2","-3.5234358310699463","0.7115809917449951","-8.486494064331055","-59.27413499233348","-17.304469421368427","64.90656118050472","3450412720"
"D4:22:CD:00:0C:D2","-0.9277538061141968","2.2692811489105225","-8.149611473083496","-63.84330505944534","-18.35799802132515","66.7055762405309","3450446054"
"D4:22:CD:00:0C:D2","-1.8576152324676514","0.27650654315948486","-3.5693860054016113","-66.93235232229823","-18.822212573905713","66.89705016229856","3450479388"
"D4:22:CD:00:0C:D2","-1.335802435874939","0.7568394541740417","-1.8051834106445312","-66.37833668121431","-18.968730422561592","66.68001329499432","3450512722"
"D4:22:CD:00:0C:D2","-4.356646537780762","-0.20914442837238312","-1.4610786437988281","-63.04793231291308","-18.802907075832984","66.01657176364603","3450546056"
"D4:22:CD:00:0C:D2","-3.8918979167938232","1.0784924030303955","-1.9236583709716797","-59.575928978405564","-18.51342303533072","66.31319050451977","3450579390"
"D4:22:CD:00:0C:D2","-2.1240651607513428","0.9716089367866516","-2.7343263626098633","-57.891951704894545","-17.97855010277664","65.22032372545067","3450612724"
"D4:22:CD:00:0C:D2","-2.227799415588379","-0.027237288653850555","-3.7181291580200195","-56.49138628017453","-17.189570922326034","63.617873111419534","3450646058"
"D4:22:CD:00:0C:D2","-1.9352492094039917","0.7665219306945801","-5.084641933441162","-54.625733285393544","-16.177114573132183","63.09343694612225","3450679392"
"D4:22:CD:00:0C:D2","-0.2338733971118927","0.8850437998771667","-7.556402683258057","-53.56869212747184","-14.49119420750244","61.47870425021368","3450712726"
"D4:22:CD:00:0C:D2","-1.2083368301391602","-0.16527721285820007","-6.153651237487793","-52.259911539799546","-12.361065922277405","58.39581109852326","3450746060"
"D4:22:CD:00:0C:D2","0.566015899181366","0.6194971203804016","-7.165057182312012","-50.27292234365004","-11.182135186605677","56.30283818048047","3450779394"
"D4:22:CD:00:0C:D2","0.22647254168987274","-0.3152732849121094","-5.765078067779541","-48.63837104112519","-8.964047920867094","52.7578710042835","3450812728"
"D4:22:CD:00:0C:D2","0.4132624864578247","-0.857715904712677","-4.1152238845825195","-47.466983438897444","-8.291577623074376","50.758109254059384","3450846062"
"D4:22:CD:00:0C:D2","2.561681032180786","-0.5574519038200378","-3.6327719688415527","-48.24118288051651","-8.00248588139986","49.191449756159365","3450879396"
"D4:22:CD:00:0C:D2","2.769524574279785","-1.102641224861145","1.7903661727905273","-51.850029936049175","-8.455344934278527","47.626605016249336","3450912730"
"D4:22:CD:00:0C:D2","4.080507278442383","-0.831311047077179","3.9836511611938477","-58.63257454571554","-10.868916375870553","47.31170518806216","3450946064"
"D4:22:CD:00:0C:D2","7.037588119506836","0.5576916337013245","8.311788558959961","-68.321405263127","-14.830672435629836","48.30761216049554","3450979398"
"D4:22:CD:00:0C:D2","6.345157146453857","0.4758724868297577","16.097509384155273","-78.24106214826463","-18.780447513703216","49.56937474473339","3451012732"
"D4:22:CD:00:0C:D2","-1.3297957181930542","-0.5922896862030029","24.95889663696289","-83.93128493978547","-20.249950393413865","50.855257583629204","3451046066"
"D4:22:CD:00:0C:D2","-2.41430926322937","-0.5252706408500671","18.176424026489258","-82.39623000526885","-18.944594931141943","51.104593023890246","3451079400"
"D4:22:CD:00:0C:D2","0.6579113006591797","1.9479445219039917","9.482643127441406","-76.92440277454499","-17.46910671684841","51.41990607053062","3451112734"
"D4:22:CD:00:0C:D2","1.6404255628585815","3.0759284496307373","5.895776748657227","-70.39690663257736","-15.861124456001173","51.318189489375094","3451146068"
"D4:22:CD:00:0C:D2","2.6627702713012695","2.4350414276123047","5.674870491027832","-64.343878820428","-14.091156114981445","50.98819632338539","3451179402"
"D4:22:CD:00:0C:D2","1.9287078380584717","0.11859418451786041","5.234897613525391","-59.26392423736834","-12.189919096034235","51.112604965848064","3451212736"
"D4:22:CD:00:0C:D2","3.5278055667877197","-0.48704904317855835","2.351107597351074","-55.35077381410262","-10.664171508988838","50.47473663968896","3451246070"
"D4:22:CD:00:0C:D2","1.1180031299591064","-1.383843183517456","-0.3665428161621094","-53.84683292086451","-10.024708910893857","50.06797775877926","3451279404"
